,Attr2,Attr8,Attr9,Attr10,Attr15,Attr16,Attr17,Attr22,Attr26,Attr27,Attr34,Attr46,Attr64,class
2864,0.24025,3.1624,1.2827,0.75975,239.12,1.5264,4.1624,0.29961,1.5264,2.7164,1.2471,0.96759,1.7718,0
2865,0.47304,1.114,3.1922,0.52696,755.2,0.48332,2.114,0.17784,0.48332,5.5319,6.3651,0.73476,6.3704,0
2868,0.40381,1.366,1.0481,0.55159,1076.7,0.33901,2.4764,0.067666,0.30058,0.41228,0.16757,1.4317,3.276,0
2869,0.55554,0.80004,1.1065,0.44446,1240.6,0.2942,1.8,0.17185,0.24558,1.0793,0.30934,0.85755,37.203,0
2870,1.3108,-0.23677,3.5623,-0.31036,2041.0,0.17883,0.76289,0.19666,0.17883,56.0,2.7766,0.32001,34.532,0
2871,0.45491,1.1982,1.1667,0.54509,712.58,0.51222,2.1982,0.1555,0.46325,8.3805,2.2283,0.98166,1.9131,0
2872,0.47741,1.0946,1.1856,0.52259,405.3,0.90057,2.0946,0.36746,0.90057,1.8991,0.7697,0.88343,6.2801,0
2874,0.9164,0.091229,2.3479,0.083602,3060.5,0.11926,1.0912,0.1049,0.10815,1.1317,2.4656,0.45041,11.487,0
2876,0.26765,2.5864,0.93911,0.69223,-2026.5,-0.18011,3.7363,-0.12519,-0.19058,-0.80242,-0.46775,1.5913,2.9952,0
2878,0.83958,0.19107,0.71372,0.16042,-7210.2,-0.050623,1.1911,0.0,-0.050623,0.0,0.5703,0.13792,0.91108,0
2880,0.88367,0.13164,1.5049,0.11633,3975.3,0.091817,1.1316,0.16461,0.076142,1.3455,1.5282,1.3194,5.6402,0
2884,0.24114,3.1469,1.0391,0.75886,4116.0,0.088678,4.1469,0.00057195,0.088678,0.038364,4.0875,1.202,1.8984,0
2886,0.83599,0.1929,1.163,0.16126,1197.1,0.3049,1.1962,0.34344,0.3049,1.5557,0.41081,1.9843,193.13,0
2887,0.30575,2.2706,1.4592,0.69425,230.29,1.5849,3.2706,0.42438,1.5849,18.848,3.411,1.6873,4.2623,0
2888,0.72777,0.37407,2.2902,0.27223,3303.7,0.11048,1.3741,0.0807,0.11048,1.8119,3.0281,0.78341,6.3205,0
2889,0.40504,1.4689,2.7967,0.59496,728.39,0.5011,2.4689,0.16955,0.42861,11.02,6.509,1.8641,7.688,0
2890,0.44563,1.244,1.3476,0.55437,2171.1,0.16812,2.244,0.037962,0.16188,0.78809,2.9363,0.34027,4.0955,0
2892,0.28133,2.5545,2.3912,0.71867,590.69,0.61792,3.5545,0.14361,0.48377,5.365,7.9837,3.3075,6.2877,0
2894,0.61114,0.12546,1.1187,0.076674,-18789.0,-0.019427,1.6363,0.045362,-0.0090589,1.0272,0.074225,2.2498,0.62105,0
2901,0.86034,0.16233,2.3278,0.13966,3362.2,0.10856,1.1623,0.077645,0.093264,3.0472,2.627,0.67464,4.9251,0
2903,0.80245,0.24618,3.7936,0.19755,12237.0,0.029827,1.2462,0.10567,0.014824,1.1798,4.6196,0.74495,76.986,0
2906,0.86825,0.15174,1.7565,0.13175,4958.2,0.073616,1.1517,0.071275,0.073616,2.1439,2.06,0.66319,3.3509,0
2910,0.5671,0.76334,2.2322,0.4329,866.7,0.42114,1.7633,0.12386,0.42114,3.2511,3.8507,1.0351,3.6949,0
2912,0.51229,0.95201,1.6419,0.48771,163.26,2.2357,1.952,0.0,2.2357,0.0,0.54035,1.0147,3.9956,0
2916,0.44166,1.2642,1.7354,0.55834,1304.9,0.27971,2.2642,0.067723,0.27971,5.5143,3.7864,0.62858,3.2167,0
2917,0.38288,1.6118,1.8655,0.61712,502.23,0.72676,2.6118,0.21583,0.72676,16.088,4.2415,1.2552,3.6013,0
2920,0.47602,1.1008,2.0319,0.52398,1486.0,0.24563,2.1008,0.0,0.24563,0.0,3.2555,1.5266,11.22,0
2925,0.8855,0.12931,3.9051,0.1145,-9253.1,-0.039446,1.1293,-0.047461,-0.039446,-2.2827,4.4733,0.45687,11.061,0
2927,0.45848,1.1811,2.0347,0.54152,1101.4,0.33139,2.1811,0.1266,0.28359,25.17,4.2012,1.9404,2.8253,0
2931,0.73957,0.35214,2.0243,0.26043,1554.3,0.23484,1.3521,0.14686,0.19833,5.4613,2.5799,1.2949,2.9356,0
2939,0.20499,3.8783,2.3027,0.79501,539.98,0.67595,4.8783,0.11572,0.57331,42.778,10.664,6.7233,11.35,0
2940,0.73217,0.3658,0.86054,0.26783,1868.0,0.19539,1.3658,0.071379,0.19539,3.5288,1.049,0.46875,1.4676,0
2941,0.68295,0.46424,1.4187,0.31705,3704.1,0.09854,1.4642,0.074322,0.08546,1.7735,1.966,0.37196,2.6147,0
2943,0.73097,0.36804,1.4789,0.26903,2513.8,0.1452,1.368,0.096543,0.11897,11.438,1.8889,1.2493,8.025,0
2949,0.12119,7.2514,0.71379,0.87881,739.59,0.49351,8.2514,0.009371,0.45547,11.865,6.7871,4.015,1.8341,0
2954,0.39487,1.5325,1.8517,0.60513,293.82,1.2422,2.5325,0.48048,1.0166,36.981,3.4304,1.5724,5.652,0
2955,0.45504,1.1976,3.8573,0.54496,693.64,0.52621,2.1976,0.18853,0.45359,8.2949,8.0563,1.5366,10.835,0
2957,0.19803,4.0498,1.143,0.80197,650.38,0.56121,5.0498,0.11748,0.45142,1.2417,0.59323,1.2145,1.4671,0
2959,0.48925,1.0439,1.5746,0.51075,776.47,0.47008,2.0439,0.18415,0.4104,4.8765,2.8438,1.1103,2.9202,0
2962,0.24541,3.0748,0.48865,0.75459,606.35,0.60197,4.0748,0.10476,0.50972,1571.6,1.1617,1.7076,0.70614,0
2963,0.2976,2.3602,2.25,0.7024,126.92,2.8758,3.3602,0.76923,2.8758,107.36,4.9739,1.6903,5.0642,0
2966,0.284,2.4842,1.0665,0.70551,624.63,0.58434,3.5212,0.11545,0.5498,0.62191,0.40652,0.7742,3.1432,0
2970,0.89001,0.12358,0.9393,0.10999,-11370.0,-0.032101,1.1236,0.022718,-0.032312,0.18226,1.0495,0.61781,1.1934,0
2972,0.59641,0.67669,2.4362,0.40359,1497.7,0.24371,1.6767,0.069776,0.22037,6.8869,3.9548,0.75656,10.986,0
2975,0.77508,0.29019,0.58871,0.22492,2817.2,0.12956,1.2902,0.024695,0.11969,1.399,0.71516,0.70217,0.85974,0
2976,0.49284,0.9577,1.1042,0.47199,948.17,0.38495,2.029,0.1215,0.34406,0.97845,0.24653,1.0516,2.5146,0
2977,0.78313,0.27692,0.9864,0.21687,1994.0,0.18305,1.2769,0.10364,0.18305,3.2301,1.1588,0.93017,1.5619,0
2985,0.61253,0.63257,1.9399,0.38747,2429.6,0.15023,1.6326,0.079129,0.12276,2.8149,3.0744,0.83858,5.0305,0
2988,1.1324,-0.14412,1.077,-0.16321,-31739.0,-0.0115,0.88306,0.0020489,-0.0115,0.011277,0.0018093,0.67574,27.523,0
2991,0.71873,0.39135,1.2265,0.28127,3181.5,0.11472,1.3913,0.061669,0.10576,1.3622,1.5965,0.69852,1.9679,0
2992,0.68803,0.45343,0.64872,0.31197,4382.4,0.083288,1.4534,0.0,0.083288,0.0,0.69388,1.2029,0.78284,0
2994,0.39521,1.4578,1.023,0.57615,3719.6,0.098129,2.5303,0.024749,0.096511,0.0852,0.062622,1.42,19.863,0
2995,0.36616,1.586,1.0328,0.58072,1519.2,0.24026,2.731,0.044099,0.22046,0.41687,0.12044,1.0187,1.7219,0
2999,1.1987,-0.16573,0.65402,-0.19866,-2169.4,-0.16825,0.83427,-0.040204,-0.16825,-0.22609,0.57606,0.29015,10.06,0
3003,0.68312,0.46387,2.3319,0.31688,1843.0,0.19804,1.4639,0.11554,0.16419,44.259,3.2096,1.1614,58.15,0
3004,0.29005,2.3869,1.0419,0.69232,707.74,0.51573,3.4477,0.05699,0.47412,0.56128,0.19649,2.5404,1.7988,0
3010,0.4328,1.3105,3.9875,0.5672,685.48,0.53247,2.3105,0.2163,0.43828,34.575,8.7135,1.8171,18.878,0
3012,0.7871,0.27049,2.1489,0.2129,4437.3,0.082257,1.2705,0.037807,0.072186,0.77039,2.667,0.27497,3.5759,0
3017,0.44767,1.2338,1.2587,0.55233,883.76,0.41301,2.2338,0.09421,0.38116,2.953,2.6544,0.35706,1.6507,0
3026,0.59561,0.67367,1.1197,0.40125,1950.6,0.18712,1.679,0.13213,0.16787,0.99834,0.22184,1.2119,3.696,0
3027,0.60653,0.64871,1.008,0.39347,3327.7,0.10968,1.6487,0.0096284,0.10373,0.069696,0.015874,0.65646,1.9365,0
3029,0.69992,0.42874,1.1807,0.30008,1204.0,0.30315,1.4287,0.0,0.30315,0.0,0.9643,0.64022,2.4135,0
3031,0.55673,0.79622,2.5525,0.44327,427.47,0.85386,1.7962,0.50247,0.63896,6.8047,3.5718,2.596,12.418,0
3032,0.18073,4.48,1.0212,0.80966,712.98,0.51194,5.5331,0.0495,0.44908,0.32143,0.27389,2.4719,4.7292,0
3033,0.68268,0.46482,5.3624,0.31732,2624.8,0.13906,1.4648,0.077943,0.13906,6.4791,7.738,0.31952,10.423,0
3037,0.71858,0.39163,2.4344,0.28142,1893.7,0.19274,1.3916,0.13484,0.15568,7.2771,3.165,1.1259,7.6338,0
3040,0.42119,1.3742,1.1161,0.57881,1085.7,0.3362,2.3742,0.085407,0.30179,2.6184,2.2059,0.7763,1.8922,0
3041,0.44348,1.2311,1.0632,0.54596,1713.5,0.21302,2.2549,0.10656,0.22989,0.93235,0.24028,1.0126,2.1581,0
3042,0.93589,0.048472,0.98285,0.045364,-7531.5,-0.048463,1.0685,-0.038318,-0.045234,-0.13423,-0.040943,0.91018,34.682,0
3046,0.26979,2.2976,1.085,0.61986,502.55,0.7263,3.7066,0.17485,0.56683,1.1511,0.64809,1.2877,2.4445,0
3047,0.66185,0.50524,0.88016,0.33439,-2081.8,-0.17533,1.5109,-0.17676,-0.17575,-1.2352,-0.26707,0.26943,1.78,0
3049,0.88969,0.12399,0.94682,0.11031,35712.0,0.010221,1.124,0.0,0.010221,0.0,0.87784,0.34833,1.3076,0
3050,1.0641,-0.070967,0.95758,-0.075519,-7970.9,-0.045791,0.93972,-0.060286,-0.025051,-0.59019,-0.056652,0.17395,1.2708,0
3051,0.60483,0.65335,4.4309,0.39517,1202.2,0.30361,1.6534,0.071637,0.29072,0.8125,7.2582,1.1496,23.545,0
3052,0.75006,0.33323,3.1104,0.24994,-5634.6,-0.064778,1.3332,0.043572,-0.052466,0.38783,4.0741,0.5683,24.293,0
3053,0.35074,1.8401,1.0968,0.6454,1442.6,0.25302,2.8511,0.043388,0.23897,1.0815,0.1237,0.60389,0.5325,0
3054,0.24552,3.073,1.4029,0.75448,471.39,0.77431,4.073,0.12038,0.67726,9.0335,4.3669,1.9339,2.4416,0
3056,0.64966,0.53927,1.584,0.35034,-9815.3,-0.037187,1.5393,-0.03487,-0.025264,-0.48592,2.4823,0.48979,2.3268,0
3057,0.50386,0.98468,3.0061,0.49614,2373.0,0.15381,1.9847,0.039112,0.14076,4.665,5.8889,1.0327,8.9116,0
3059,0.57324,0.74179,0.99475,0.42523,-165660.0,-0.0022033,1.7445,-0.0093078,-0.0050453,-0.084322,-0.016237,0.49822,1.7605,0
3060,0.78551,0.23448,1.0022,0.18419,-5565.2,-0.065587,1.2731,-2.131e-05,-0.034361,-0.00027874,-2.7129e-05,0.65495,1.1609,0
3061,0.27438,2.6446,1.1674,0.72562,490.27,0.74449,3.6446,0.16934,0.74449,1.459,0.61719,1.7404,2.5696,0
3066,0.18974,3.5429,1.0007,0.67223,145.86,2.5024,5.2704,0.45332,2.0624,3.0527,2.3892,3.3752,6.1922,0
3067,0.73819,0.34881,0.99536,0.25749,4660.1,0.078324,1.3547,0.024613,0.073352,0.05564,0.033342,0.86463,16.908,0
3070,1.0071,-0.007014,0.88242,-0.0070635,64109.0,0.0056934,0.99299,-0.014891,0.0056934,-0.48871,0.87848,0.24933,1.1947,0
3072,0.48779,0.8991,1.009,0.43857,1389.4,0.26271,2.0501,0.021572,0.25852,0.14733,0.044224,0.56366,3.095,0
3074,0.7705,0.29785,1.5462,0.2295,5022.6,0.072672,1.2979,0.08564,0.042378,1.6581,1.9031,0.86787,9.2712,0
3075,0.89631,0.11569,0.51176,0.10369,-1723.7,-0.21176,1.1157,-0.10102,-0.21653,-0.84466,0.57726,0.7039,0.71975,0
3080,0.42127,1.0265,1.0153,0.43245,-3738.5,-0.097634,2.3738,0.031471,-0.13573,0.15252,0.074704,1.5558,5.7502,0
3083,0.43628,1.1653,1.0625,0.50838,1952.0,0.18699,2.2921,0.069597,0.1672,0.55106,0.15952,0.89244,2.8879,0
3084,0.31618,2.1627,0.94676,0.68382,354240.0,0.0010304,3.1627,-0.082833,0.04925,-18.319,3.2417,0.62689,1.4719,0
3085,0.52175,0.91661,2.0638,0.47825,846.26,0.43131,1.9166,0.22186,0.359,9.0042,3.5376,1.912,6.4959,0
3087,0.88456,0.079314,0.98616,0.070157,12033.0,0.030332,1.1305,-0.020182,0.020402,-0.099248,-0.022816,0.3613,3.796,0
3090,0.52984,0.88735,2.9999,0.47016,772.81,0.47231,1.8874,0.25683,0.39777,4.4799,5.1692,1.2312,4.2633,0
3091,0.70246,0.42356,1.9822,0.29754,2136.1,0.17088,1.4236,0.0,0.17088,0.0,2.3211,0.64918,10.47,0
3093,0.8659,0.15486,1.6994,0.1341,4774.7,0.076445,1.1549,0.077015,0.076445,1.1029,1.8937,0.39706,3.6414,0
3094,0.82436,0.21306,2.2021,0.17564,2706.8,0.13484,1.2131,0.065553,0.12777,1.9508,2.5919,0.19911,5.8599,0
3096,0.6117,0.63443,1.3756,0.38808,6630.7,0.055047,1.6348,0.12193,0.044668,3.5166,0.19933,1.4627,0.71323,0
3100,0.56694,0.74455,1.0624,0.42211,1621.5,0.22511,1.7639,0.098151,0.18716,0.62376,0.17313,0.69267,3.1875,0
3101,0.45765,1.1268,1.1394,0.51569,690.36,0.52871,2.1851,0.21351,0.45085,1.386,0.46653,0.65862,5.2435,0
3102,0.45333,1.2059,1.8531,0.54667,772.94,0.47222,2.2059,0.20548,0.38565,14.009,3.5942,0.62958,9.7624,0
3108,0.69456,0.27057,1.0241,0.18793,44296.0,0.00824,1.4398,0.011917,0.01633,0.080255,0.017158,0.73546,4.149,0
3111,0.84258,0.18682,1.0666,0.15742,-3192.2,-0.11434,1.1868,-0.079599,-0.11222,-0.97038,1.3444,0.4386,2.0661,0
3115,0.80937,0.19147,0.89201,0.15497,-2127.7,-0.17155,1.2355,-0.09225,-0.17337,-1.2773,-0.11398,0.30952,0.87611,0
3120,0.49863,1.0055,1.2907,0.50137,1472.8,0.24783,2.0055,0.069577,0.2461,1.2663,2.4477,0.25107,1.7433,0
3124,0.33622,1.9741,0.47927,0.66374,1465.1,0.24913,2.9742,0.0020229,0.24923,66.0,0.77584,1.3543,0.91359,0
3125,0.59882,0.66995,2.6179,0.40118,1899.5,0.19216,1.67,0.082051,0.17187,4.4845,4.2442,0.76127,3.9747,0
3127,0.74627,0.33077,1.1263,0.24684,5421.2,0.067328,1.34,0.086654,0.054979,1.2517,0.11612,1.0655,1.0075,0
3128,0.99103,-0.026569,0.99171,-0.02633,2964.6,0.12312,1.0091,-0.011245,0.097851,-0.091164,-0.011347,0.55073,2.5078,0
3129,0.93767,0.047501,0.98426,0.04454,-3663.9,-0.099621,1.0665,-0.03023,-0.10942,-0.061508,-0.03224,0.38561,134.07,0
3130,0.99981,-0.0021413,0.97099,-0.0021409,-2551.6,-0.14305,1.0002,-0.07742,-0.15275,-0.35335,-0.077434,0.22908,3.4455,0
3132,0.40622,1.4053,1.0805,0.57086,1392.6,0.26211,2.4617,0.061713,0.23991,0.67033,0.15192,0.74764,1.6284,0
3133,0.13487,6.204,1.2194,0.83676,135.83,2.6871,7.4143,0.26078,2.2706,2.4746,1.9335,2.7544,3.418,0
3134,0.52696,0.89318,1.278,0.47067,2303.8,0.15843,1.8977,0.11447,0.15843,2.7915,0.21723,1.1418,0.69249,0
3135,0.29858,2.3492,0.70641,0.70142,981.1,0.37203,3.3492,0.0,0.37203,0.0,2.1743,3.4189,1.149,0
3136,0.66548,0.50268,1.9117,0.33452,403.79,0.90393,1.5027,0.0,0.90393,0.0,1.9305,0.66534,4.9937,0
3137,0.26706,2.6679,1.0514,0.71247,961.8,0.3795,3.7445,0.056189,0.3659,0.53185,0.2104,1.7667,3.882,0
3138,0.24991,3.0014,3.7438,0.75009,967.05,0.37744,4.0014,0.0,0.37744,0.0,14.059,1.8576,15.904,0
3140,0.82209,0.21641,1.4219,0.17791,796.72,0.45813,1.2164,0.0,0.45813,0.0,0.84152,0.86082,3.4928,0
3141,0.81857,0.22164,2.5751,0.18143,1318.6,0.27682,1.2216,0.0,0.27682,0.0,2.2686,0.58062,9.1032,0
3142,0.64746,0.54075,1.0663,0.35011,2261.1,0.16143,1.5445,0.13813,0.12958,0.63961,0.21334,0.85695,5.0234,0
3145,0.71978,0.38067,1.0779,0.274,-9761.9,-0.03739,1.3893,0.048734,-0.038234,0.81577,0.067707,1.162,0.75162,0
3148,0.30615,2.2347,0.92747,0.68417,5683.6,0.06422,3.2664,-0.05273,0.06422,-0.70875,-0.17224,1.6905,1.0196,0
3150,0.89002,0.11888,1.0419,0.1058,1738.2,0.20998,1.1236,0.10265,0.20099,0.48322,0.11533,0.51589,5.6793,0
3151,0.64774,0.24497,1.0391,0.15868,2889.4,0.12632,1.5438,0.055491,0.11818,0.57126,0.085669,0.79283,1.9874,0
3152,0.52425,0.9075,1.7935,0.47575,1068.2,0.34169,1.9075,0.12152,0.29507,29.803,3.2026,0.88359,2.4502,0
3153,0.8619,0.16022,1.1617,0.1381,-1744.0,-0.20929,1.1602,-0.13474,-0.20929,-2.1979,1.4788,0.55522,7.3135,0
3162,0.77197,0.29538,2.9098,0.22803,2551.8,0.14304,1.2954,0.13293,0.12194,2.0198,3.6037,1.1075,22.011,0
3164,0.5492,0.74385,1.1056,0.40852,1250.2,0.29195,1.8208,0.13314,0.25717,1.3024,0.24241,0.85759,2.2885,0
3167,0.24301,3.1151,1.5926,0.75699,532.61,0.68531,4.1151,0.0,0.68531,0.0,4.3896,2.9711,13.576,0
3168,0.76185,0.3126,3.3023,0.23815,2754.9,0.13249,1.3126,0.11545,0.11197,1.5086,4.1865,0.91379,11.001,0
3173,0.86502,0.15604,2.9056,0.13498,1740.4,0.20972,1.156,0.1695,0.20972,2.3319,3.1829,0.75114,7.9587,0
3174,0.51751,0.93232,2.3681,0.48249,879.65,0.41494,1.9323,0.20975,0.41494,2.3662,4.1637,0.73717,4.8183,0
3176,0.43038,1.3235,1.1037,0.56962,22405.0,0.016291,2.3235,0.0,0.016291,0.0,1.9032,0.41067,1.4388,0
3177,0.6754,0.48061,2.6249,0.3246,359.85,1.0143,1.4806,0.0,1.0143,0.0,2.3422,0.78695,9.5602,0
3178,1.0207,-0.02031,6.1153,-0.020731,686.91,0.53137,0.97969,0.58656,0.43043,10.447,5.4233,0.81933,24.555,0
3183,0.98281,-0.011139,1.0714,-0.010947,-27712.0,-0.013171,1.0175,0.071236,0.0037173,0.72779,0.072482,1.9863,2.1794,0
3185,0.34071,1.935,1.2533,0.65929,375.53,0.97195,2.935,0.32033,0.97195,2.4387,0.94019,1.2986,4.189,0
3186,0.37241,1.6062,1.1934,0.59817,372.7,0.97933,2.6852,0.28241,0.97933,2.2863,0.75835,1.6137,2.7525,0
3188,0.40313,1.4806,2.0527,0.59687,902.75,0.40432,2.4806,0.13144,0.34689,1.7234,4.7612,1.2301,10.481,0
3189,0.48277,1.0169,1.0431,0.49095,1519.7,0.24019,2.0714,0.051653,0.21755,0.41047,0.10699,0.48133,2.235,0
3190,0.30337,2.1789,1.0042,0.661,2492.3,0.14645,3.2963,-0.0025317,0.13129,-0.022122,-0.0083453,0.80072,1.8994,0
3191,0.72788,0.37385,4.2518,0.27212,1382.0,0.2641,1.3739,0.11955,0.2641,2.6059,5.7093,0.53577,9.2073,0
3192,0.55854,0.70598,1.0083,0.39432,1146.1,0.31847,1.7904,0.10407,0.28618,0.59262,0.18632,0.60444,3.2929,0
3202,0.25708,2.7822,1.1734,0.71525,330.03,1.106,3.8898,0.22292,0.92502,1.6922,0.86712,1.7312,3.829,0
3211,0.68342,0.46323,2.2344,0.31658,376.84,0.96859,1.4632,0.0,0.96859,0.0,0.41591,0.56393,18.707,0
3214,0.43925,1.2766,0.76028,0.56075,609.53,0.59882,2.2766,0.0,0.59882,0.0,0.65322,1.9362,1.0877,0
3215,0.71203,0.40444,1.3745,0.28797,2161.3,0.16888,1.4044,0.1444,0.13912,2.4,1.7285,0.62895,2.4655,0
3216,0.31027,2.1616,1.0946,0.67068,754.96,0.48347,3.223,0.13418,0.44093,0.90429,0.43245,1.0239,3.2265,0
3221,0.93118,0.056407,1.0747,0.052525,2915.9,0.12517,1.0739,0.11262,0.10353,0.72566,0.12094,0.45011,7.2025,0
3223,0.63369,0.57242,1.1318,0.36274,1137.0,0.32103,1.5781,0.23322,0.26566,1.3546,0.36803,1.0846,12.623,0
3224,0.77097,0.27982,1.0105,0.21573,5965.9,0.061181,1.2971,0.020386,0.055129,0.084789,0.026443,0.7036,4.8586,0
3225,0.4271,1.1862,1.0533,0.50663,2423.1,0.15063,2.3414,0.032698,0.14256,1.0031,0.076559,0.78969,0.4371,0
3229,0.54861,0.82277,0.82548,0.45139,2313.9,0.15774,1.8228,0.094193,0.14366,1.6611,1.3044,3.0821,1.4478,0
3230,0.2843,2.5175,0.58493,0.7157,-11321.0,-0.03224,3.5175,-0.028734,-0.03224,-198.47,2.1585,6.2804,0.81393,0
3237,0.10073,8.9277,1.0882,0.89927,246.53,1.4805,9.9277,0.11161,1.2462,183.02,9.7828,2.2499,2.7138,0
3239,0.36958,1.7058,4.8738,0.63042,680.25,0.53657,2.7058,0.0,0.53657,0.0,10.887,1.8665,29.491,0
3241,0.064007,14.623,0.68942,0.93599,121.58,3.002,15.623,0.15087,2.5395,11.863,8.6043,12.054,2.1417,0
3255,0.33722,1.9654,1.6414,0.66278,966.72,0.37757,2.9654,0.10814,0.36498,1.0776,4.4679,1.8767,4.4762,0
3257,0.5234,0.91059,2.0439,0.4766,3720.5,0.098105,1.9106,0.036443,0.098105,11.286,3.8558,0.57059,3.9338,0
3261,0.48025,0.98244,1.3411,0.47182,799.26,0.45667,2.0822,0.15446,0.37187,2.4766,0.32162,0.71004,1.5289,0
3263,0.46946,0.98721,1.0571,0.46346,970.72,0.37601,2.1301,0.088046,0.32051,0.37267,0.18755,0.48464,4.445,0
3264,0.3877,1.5793,1.1048,0.6123,505.3,0.72234,2.5793,0.18997,0.63014,8.6399,2.3589,1.0703,2.0569,0
3268,1.1148,-0.10296,1.72,-0.11478,-2197.5,-0.1661,0.89704,-0.007516,-0.11837,-0.033611,1.5198,0.4814,3.6016,0
3272,0.43569,1.2952,2.0668,0.56431,864.78,0.42207,2.2952,0.19547,0.42207,5.3829,4.2993,0.41098,3.7499,0
3274,0.6995,0.42959,1.6059,0.3005,1745.8,0.20907,1.4296,0.12878,0.17405,1.7096,2.125,0.91161,4.3896,0
3275,0.82633,0.21017,2.5676,0.17367,16761.0,0.021776,1.2102,0.079171,0.021776,1.0933,3.0694,0.65371,71.313,0
3277,0.10961,8.1228,1.0263,0.89032,970.11,0.37625,9.1235,0.014864,0.28363,0.14542,0.13561,1.367,1.7836,0
3278,0.35417,1.8235,1.8582,0.64583,358.55,1.018,2.8235,0.36089,1.018,10.812,4.2478,1.1998,11.988,0
3281,0.39656,1.4726,1.1384,0.58396,1597.5,0.22848,2.5217,0.14476,0.21362,1.5916,0.36504,0.71448,2.3369,0
3288,0.39663,1.5213,0.98814,0.60337,4197.1,0.086964,2.5213,-0.096773,0.09225,-4.5276,2.7973,0.44008,1.5001,0
3290,0.48356,1.0677,1.074,0.5163,851.14,0.42884,2.068,0.097509,0.42884,0.74789,0.20165,1.0768,2.9468,0
3292,0.66782,0.49741,0.68252,0.33218,2761.5,0.13218,1.4974,0.067172,0.11637,1.9382,0.9584,0.61389,1.5941,0
3295,0.94616,0.029953,1.0837,0.028341,9484.7,0.038483,1.0569,0.14133,0.025966,0.69353,0.14938,0.48751,12.411,0
3297,0.26263,2.8076,1.0484,0.73737,3735.3,0.097716,3.8076,0.17578,-0.034987,0.87568,2.4303,3.3988,3.41,0
3301,0.39839,1.3142,0.91566,0.52354,-3258.3,-0.11202,2.5101,-0.083878,-0.034202,-0.4065,-0.21054,1.0629,5.3794,0
3307,0.69981,0.42896,2.5568,0.30019,1516.0,0.24076,1.429,0.0,0.24076,0.0,2.448,0.67296,12.253,0
3313,0.21086,2.6798,0.90956,0.56505,-1654.9,-0.22055,4.7426,-0.11277,-0.32306,-0.94012,-0.53481,1.3029,2.1834,0
3315,0.87715,0.13859,0.88508,0.12157,37350.0,0.0097724,1.1401,-0.026795,0.0097724,-1.0964,-0.030548,0.72516,0.26898,0
3321,0.77432,0.29145,0.89597,0.22568,3550.9,0.10279,1.2915,-0.014681,0.090785,-1.4805,1.1579,2.0001,1.3032,0
3323,1.5258,-0.36721,0.79533,-0.56027,-1627.5,-0.22426,0.65541,-0.11146,-0.25119,-0.41747,-0.07305,0.56745,93.847,0
3324,0.43943,1.2757,0.36032,0.56057,-2486.2,-0.14681,2.2757,-0.091253,-0.16509,-1.6365,1.6788,0.44356,0.43583,0
3327,0.13135,6.6135,2.3278,0.86865,-705.86,-0.5171,7.6135,-0.11379,-0.54301,-59.714,16.651,5.108,8.7568,0
3330,0.79151,0.2634,1.6534,0.20849,848.62,0.43011,1.2634,0.0,0.43011,0.0,1.2449,1.4893,9.1942,0
3333,0.98996,-0.067829,0.99815,-0.067148,-2532.5,-0.14413,1.0101,-0.0021794,-0.11175,-0.019516,-0.0022015,0.39228,1.6776,0
3335,0.45016,1.1815,1.2242,0.53184,464.46,0.78586,2.2214,0.34781,0.64182,2.2813,0.77264,2.1123,4.0478,0
3336,0.11109,8.002,1.2012,0.88891,309.62,1.1789,9.002,0.078819,1.1756,1.9911,0.70952,0.55214,0.53785,0
3338,0.86119,0.16119,3.9663,0.13881,12082.0,0.03021,1.1612,0.020702,0.030985,0.98567,4.5943,0.93936,25.886,0
3345,0.13061,6.6564,0.47484,0.86939,622.87,0.586,7.6564,0.043945,0.54266,0.98391,2.9905,4.6517,1.1225,0
3352,0.88171,0.13417,1.1854,0.11829,-6409.1,-0.056951,1.1342,0.073667,-0.073397,0.52834,1.2585,0.98992,23.35,0
3358,0.37099,1.4521,1.0388,0.5387,705.0,0.51773,2.6955,0.12555,0.4398,1.1381,0.33841,1.6945,2.5174,0
3359,0.71982,0.38924,1.4689,0.28018,10818.0,0.033739,1.3892,0.10306,0.024785,1.0448,1.8991,1.2084,48.133,0
3362,0.18589,4.2298,1.0271,0.78629,608.35,0.59999,5.3794,0.055933,0.56935,0.46279,0.30089,2.3206,2.8323,0
3370,0.60162,0.60894,1.011,0.36636,3248.5,0.11236,1.6622,0.050788,0.094282,0.27005,0.084419,0.52048,8.4503,0
3372,0.041289,15.942,0.64848,0.65822,-171.54,-2.1277,24.22,-0.14598,-2.133,-3.2904,-3.5355,5.2803,0.38414,0
3380,0.34003,1.6257,1.0722,0.55279,763.61,0.47799,2.941,0.02445,0.47721,0.76618,0.071906,7.627,0.44652,0
3382,0.78652,0.20689,1.0325,0.16272,5091.4,0.07169,1.2714,0.10223,0.07169,0.34316,0.12998,0.8236,10.587,0
3383,0.97814,-0.061648,0.99056,-0.0603,-2439.1,-0.14965,1.0223,-0.021653,-0.15072,-0.18997,-0.022137,0.42764,1.8591,0
3386,0.2105,3.6869,1.0396,0.7761,275.95,1.3227,4.7506,0.19014,1.1418,1.8056,0.90329,1.3212,2.2762,0
